vrsta_podatka,sezona,kje,klub,kratica,st_tekem,podatek,povprecje,na_40_min
osebne napake,2001,doma,Spirou Basket,CHA,7,176,7.0,5.03
osebne napake,2001,doma,KK Buducnost,BUD,7,175,7.0,5.3
osebne napake,2001,doma,KK Zadar,ZAD,7,172,7.0,4.87
osebne napake,2001,doma,Pau-Orthez,PAU,7,163,7.0,4.66
osebne napake,2001,doma,Kinder London Towers,LON,7,161,7.0,4.6
osebne napake,2001,doma,Idea Slask,WRO,7,160,7.0,4.49
osebne napake,2001,doma,Opel Skyliners,FRA,7,153,7.0,4.37
osebne napake,2001,doma,Unicaja,MAL,7,150,7.0,4.29
osebne napake,2001,doma,Zalgiris,ZAL,7,137,7.0,3.91
osebne napake,2002,doma,Olympiacos,OLY,10,260,10.0,5.2
osebne napake,2002,doma,Union Olimpija,LJU,10,256,10.0,5.12
osebne napake,2002,doma,FC Barcelona,BAR,12,248,12.0,4.13
osebne napake,2002,doma,Maccabi Elite,TEL,10,243,10.0,4.8
osebne napake,2002,doma,CSKA Moscow,CSK,10,240,10.0,4.8
osebne napake,2002,doma,Cibona VIP,CIB,10,234,10.0,4.57
osebne napake,2002,doma,Montepaschi Siena,SIE,12,233,12.0,3.88
osebne napake,2002,doma,Asvel Basket,ASV,10,232,10.0,4.58
osebne napake,2002,doma,Panathinaikos,PAN,10,232,10.0,4.64
osebne napake,2002,doma,Virtus Bologna,VIR,10,231,10.0,4.62
osebne napake,2002,doma,Skipper Bologna,FOR,10,228,10.0,4.5
osebne napake,2002,doma,Efes Pilsen,IST,10,221,10.0,4.31
osebne napake,2002,doma,Tau Ceramica,BAS,10,212,10.0,4.24
osebne napake,2002,doma,Unicaja,MAL,10,210,10.0,4.2
osebne napake,2002,doma,Benetton Basket,TRE,10,210,10.0,4.2
osebne napake,2002,doma,Ulker,ULK,10,209,10.0,4.13
osebne napake,2002,doma,Partizan,PAR,7,200,7.0,5.71
osebne napake,2002,doma,AEK Athens,AEK,7,195,7.0,5.47
osebne napake,2002,doma,Alba Berlin,BER,7,187,7.0,5.34
osebne napake,2002,doma,KK Buducnost,BUD,7,174,7.0,4.88
osebne napake,2002,doma,Idea Slask,WRO,7,163,7.0,4.66
osebne napake,2002,doma,Pau-Orthez,PAU,7,147,7.0,4.2
osebne napake,2002,doma,Real Madrid,MAD,7,145,7.0,4.14
osebne napake,2002,doma,Zalgiris,ZAL,7,145,7.0,4.14
osebne napake,2003,doma,Skipper Bologna,FOR,10,283,10.0,5.46
osebne napake,2003,doma,Montepaschi Siena,SIE,12,280,12.0,4.62
osebne napake,2003,doma,Maccabi Elite,TEL,12,277,12.0,4.98
osebne napake,2003,doma,Cibona VIP,CIB,10,246,10.0,4.92
osebne napake,2003,doma,Union Olimpija,LJU,10,237,10.0,4.68
osebne napake,2003,doma,Olympiacos,OLY,10,237,10.0,4.68
osebne napake,2003,doma,Pau-Orthez,PAU,10,235,10.0,4.59
osebne napake,2003,doma,Panathinaikos,PAN,10,233,10.0,4.66
osebne napake,2003,doma,Efes Pilsen,IST,10,229,10.0,4.58
osebne napake,2003,doma,Zalgiris,ZAL,10,225,10.0,4.5
osebne napake,2003,doma,Pamesa Valencia,PAM,10,223,10.0,4.4
osebne napake,2003,doma,CSKA Moscow,CSK,10,218,10.0,4.31
osebne napake,2003,doma,Tau Ceramica,BAS,10,213,10.0,4.26
osebne napake,2003,doma,Ulker,ULK,10,211,10.0,4.22
osebne napake,2003,doma,Benetton Basket,TRE,10,196,10.0,3.87
osebne napake,2003,doma,AEK Athens,AEK,7,189,7.0,5.4
osebne napake,2003,doma,Partizan,PAR,7,189,7.0,5.4
osebne napake,2003,doma,FC Barcelona,BAR,10,176,10.0,3.48
osebne napake,2003,doma,Lottomatica Roma,ROM,7,171,7.0,4.89
osebne napake,2003,doma,KRKA Novo Mesto,MES,7,169,7.0,4.83
osebne napake,2003,doma,Idea Slask,WRO,7,163,7.0,4.66
osebne napake,2003,doma,Alba Berlin,BER,7,154,7.0,4.4
osebne napake,2003,doma,Asvel Basket,ASV,7,153,7.0,4.37
osebne napake,2003,doma,Unicaja,MAL,7,145,7.0,4.14
osebne napake,2004,doma,Panathinaikos,PAN,12,315,12.0,5.14
osebne napake,2004,doma,Maccabi Elite,TEL,13,303,13.0,4.66
osebne napake,2004,doma,CSKA Moscow,CSK,13,267,13.0,4.03
osebne napake,2004,doma,Scavolini Pesaro,PES,11,266,11.0,4.78
osebne napake,2004,doma,Efes Pilsen,IST,11,265,11.0,4.82
osebne napake,2004,doma,AEK Athens,AEK,10,251,10.0,5.02
osebne napake,2004,doma,Tau Ceramica,BAS,11,249,11.0,4.53
osebne napake,2004,doma,Ulker,ULK,11,248,11.0,4.51
osebne napake,2004,doma,Climamio Bologna,FOR,10,245,10.0,4.9
osebne napake,2004,doma,Cibona VIP,CIB,10,236,10.0,4.66
osebne napake,2004,doma,Montepaschi Siena,SIE,10,231,10.0,4.56
osebne napake,2004,doma,Real Madrid,MAD,10,228,10.0,4.5
osebne napake,2004,doma,Prokom Trefl Sopot,SOP,10,221,10.0,4.37
osebne napake,2004,doma,Zalgiris,ZAL,10,213,10.0,4.21
osebne napake,2004,doma,Benetton Basket,TRE,11,208,11.0,3.78
osebne napake,2004,doma,Partizan,PAR,7,197,7.0,5.53
osebne napake,2004,doma,FC Barcelona,BAR,10,196,10.0,3.92
osebne napake,2004,doma,Olympiacos,OLY,7,163,7.0,4.58
osebne napake,2004,doma,Pau-Orthez,PAU,7,162,7.0,4.63
osebne napake,2004,doma,Asvel Basket,ASV,7,159,7.0,4.46
osebne napake,2004,doma,Union Olimpija,LJU,7,155,7.0,4.43
osebne napake,2004,doma,Opel Skyliners,FRA,7,150,7.0,4.29
osebne napake,2004,doma,Adecco Estudiantes,EST,7,149,7.0,4.26
osebne napake,2004,doma,Unicaja,MAL,7,143,7.0,4.09
osebne napake,2005,doma,Maccabi Elite,TEL,13,294,13.0,4.44
osebne napake,2005,doma,Winterthur FC Barcelona,BAR,14,289,14.0,4.13
osebne napake,2005,doma,Panathinaikos,PAN,12,264,12.0,4.4
osebne napake,2005,doma,Olympiacos,OLY,11,250,11.0,4.49
osebne napake,2005,doma,Real Madrid,MAD,11,247,11.0,4.44
osebne napake,2005,doma,GHP Bamberg,BAM,10,243,10.0,4.86
osebne napake,2005,doma,Lietuvos Rytas,LIE,10,240,10.0,4.8
osebne napake,2005,doma,Cibona VIP,CIB,10,237,10.0,4.74
osebne napake,2005,doma,CSKA Moscow,CSK,12,230,12.0,3.83
osebne napake,2005,doma,Climamio Bologna,FOR,10,230,10.0,4.6
osebne napake,2005,doma,Efes Pilsen,IST,11,211,11.0,3.84
osebne napake,2005,doma,Benetton Basket,TRE,10,211,10.0,4.17
osebne napake,2005,doma,Tau Ceramica,BAS,11,210,11.0,3.82
osebne napake,2005,doma,Zalgiris,ZAL,10,200,10.0,4.0
osebne napake,2005,doma,Unicaja,MAL,10,195,10.0,3.8
osebne napake,2005,doma,Ulker,ULK,10,187,10.0,3.74
osebne napake,2005,doma,Partizan,PAR,7,185,7.0,5.29
osebne napake,2005,doma,Montepaschi Siena,SIE,7,176,7.0,5.03
osebne napake,2005,doma,AJ Milano,MIL,7,168,7.0,4.72
osebne napake,2005,doma,AEK Athens,AEK,7,164,7.0,4.69
osebne napake,2005,doma,Prokom Trefl Sopot,SOP,7,161,7.0,4.6
osebne napake,2005,doma,Union Olimpija,LJU,7,159,7.0,4.46
osebne napake,2005,doma,Pau-Orthez,PAU,7,154,7.0,4.4
osebne napake,2005,doma,Strasbourg,STR,7,130,7.0,3.65
osebne napake,2006,doma,Panathinaikos,PAN,13,306,13.0,4.71
osebne napake,2006,doma,Partizan,PAR,10,279,10.0,5.38
osebne napake,2006,doma,Lottomatica Roma,ROM,10,264,10.0,5.21
osebne napake,2006,doma,Olympiacos,OLY,11,259,11.0,4.71
osebne napake,2006,doma,Maccabi Elite,TEL,11,257,11.0,4.62
osebne napake,2006,doma,Unicaja,MAL,12,250,12.0,4.17
osebne napake,2006,doma,Dynamo Moscow,DYN,11,233,11.0,4.19
osebne napake,2006,doma,CSKA Moscow,CSK,13,232,13.0,3.57
osebne napake,2006,doma,Pau-Orthez,PAU,10,231,10.0,4.56
osebne napake,2006,doma,Aris TT Bank,ARI,10,228,10.0,4.5
osebne napake,2006,doma,DKV Joventut,JOV,10,228,10.0,4.56
osebne napake,2006,doma,Prokom Trefl Sopot,SOP,10,226,10.0,4.52
osebne napake,2006,doma,Tau Ceramica,BAS,12,224,12.0,3.73
osebne napake,2006,doma,Benetton Basket,TRE,10,204,10.0,4.08
osebne napake,2006,doma,Efes Pilsen,IST,10,193,10.0,3.81
osebne napake,2006,doma,Winterthur FC Barcelona,BAR,11,188,11.0,3.38
osebne napake,2006,doma,Union Olimpija,LJU,7,178,7.0,5.0
osebne napake,2006,doma,Eldo Napoli,NAP,7,176,7.0,4.86
osebne napake,2006,doma,Cibona,CIB,7,172,7.0,4.74
osebne napake,2006,doma,Climamio Bologna,FOR,7,159,7.0,4.54
osebne napake,2006,doma,Fenerbahce Ulker,ULK,7,157,7.0,4.41
osebne napake,2006,doma,RheinEnergie,COL,7,151,7.0,4.31
osebne napake,2006,doma,Zalgiris,ZAL,7,139,7.0,3.83
osebne napake,2006,doma,Le Mans,LEM,7,119,7.0,3.4
osebne napake,2007,doma,Maccabi Elite,TEL,13,283,13.0,4.35
osebne napake,2007,doma,Partizan Igokea,PAR,11,261,11.0,4.75
osebne napake,2007,doma,Montepaschi Siena,SIE,13,259,13.0,3.95
osebne napake,2007,doma,Tau Ceramica,BAS,13,253,13.0,3.89
osebne napake,2007,doma,Olympiacos,OLY,11,224,11.0,4.03
osebne napake,2007,doma,Lottomatica Roma,ROM,10,220,10.0,4.35
osebne napake,2007,doma,Aris TT Bank,ARI,10,217,10.0,4.29
osebne napake,2007,doma,Lietuvos Rytas,LIE,10,215,10.0,4.3
osebne napake,2007,doma,Fenerbahce Ulker,ULK,11,212,11.0,3.81
osebne napake,2007,doma,AXA FC Barcelona,BAR,11,209,11.0,3.8
osebne napake,2007,doma,Real Madrid,MAD,10,207,10.0,4.04
osebne napake,2007,doma,CSKA Moscow,CSK,12,204,12.0,3.4
osebne napake,2007,doma,Panathinaikos,PAN,10,203,10.0,4.06
osebne napake,2007,doma,Zalgiris,ZAL,10,202,10.0,4.04
osebne napake,2007,doma,Efes Pilsen,IST,10,193,10.0,3.81
osebne napake,2007,doma,Unicaja,MAL,10,184,10.0,3.68
osebne napake,2007,doma,Union Olimpija,LJU,7,167,7.0,4.77
osebne napake,2007,doma,Brose Baskets,BAM,7,159,7.0,4.54
osebne napake,2007,doma,Cibona,CIB,7,153,7.0,4.37
osebne napake,2007,doma,AJ Milano,MIL,7,147,7.0,4.2
osebne napake,2007,doma,Le Mans,LEM,7,145,7.0,4.07
osebne napake,2007,doma,Prokom Trefl Sopot,SOP,7,145,7.0,4.14
osebne napake,2007,doma,Chorale Roanne,ROA,7,140,7.0,4.0
osebne napake,2007,doma,Virtus VidiVici,VIR,7,131,7.0,3.74
osebne napake,2008,doma,Olympiacos,OLY,12,241,12.0,4.02
osebne napake,2008,doma,Partizan,PAR,9,232,9.0,5.16
osebne napake,2008,doma,Regal FC Barcelona,BAR,12,226,12.0,3.77
osebne napake,2008,doma,Panathinaikos,PAN,11,226,11.0,4.06
osebne napake,2008,doma,Lottomatica Roma,ROM,8,205,8.0,4.97
osebne napake,2008,doma,Real Madrid,MAD,10,204,10.0,4.08
osebne napake,2008,doma,AJ Milano,MIL,8,198,8.0,4.95
osebne napake,2008,doma,Tau Ceramica,BAS,10,190,10.0,3.8
osebne napake,2008,doma,CSKA Moscow,CSK,10,183,10.0,3.66
osebne napake,2008,doma,Montepaschi Siena,SIE,10,183,10.0,3.66
osebne napake,2008,doma,Cibona,CIB,8,177,8.0,4.36
osebne napake,2008,doma,Asseco Prokom,SOP,8,174,8.0,4.35
osebne napake,2008,doma,Fenerbahce Ulker,ULK,8,163,8.0,3.89
osebne napake,2008,doma,Maccabi Electra,TEL,8,161,8.0,3.96
osebne napake,2008,doma,Alba Berlin,BER,8,159,8.0,3.98
osebne napake,2008,doma,Unicaja,MAL,8,133,8.0,3.27
osebne napake,2008,doma,Panionios On Telecoms,NIO,5,117,5.0,4.68
osebne napake,2008,doma,Air Avellino,AVE,5,114,5.0,4.56
osebne napake,2008,doma,Le Mans,LEM,5,110,5.0,4.29
osebne napake,2008,doma,Union Olimpija,LJU,5,110,5.0,4.4
osebne napake,2008,doma,DKV Joventut,JOV,5,107,5.0,4.28
osebne napake,2008,doma,Zalgiris,ZAL,5,100,5.0,4.0
osebne napake,2008,doma,SLUC Nancy,NAN,5,99,5.0,3.96
osebne napake,2008,doma,Efes Pilsen,IST,5,92,5.0,3.68
osebne napake,2009,doma,Partizan,PAR,11,300,11.0,5.33
osebne napake,2009,doma,Asseco Prokom,SOP,10,230,10.0,4.6
osebne napake,2009,doma,Maccabi Electra,TEL,10,227,10.0,4.54
osebne napake,2009,doma,Regal FC Barcelona,BAR,12,218,12.0,3.63
osebne napake,2009,doma,CSKA Moscow,CSK,11,215,11.0,3.87
osebne napake,2009,doma,Olympiacos,OLY,10,212,10.0,4.24
osebne napake,2009,doma,Real Madrid,MAD,10,190,10.0,3.8
osebne napake,2009,doma,Caja Laboral,BAS,10,188,10.0,3.71
osebne napake,2009,doma,Montepaschi Siena,SIE,8,174,8.0,4.35
osebne napake,2009,doma,Cibona,CIB,8,172,8.0,4.3
osebne napake,2009,doma,Panathinaikos,PAN,8,170,8.0,4.25
osebne napake,2009,doma,Efes Pilsen,IST,8,167,8.0,4.11
osebne napake,2009,doma,BC Khimki,KHI,8,167,8.0,4.05
osebne napake,2009,doma,Zalgiris Kaunas,ZAL,8,160,8.0,4.0
osebne napake,2009,doma,Unicaja,MAL,8,159,8.0,3.91
osebne napake,2009,doma,Maroussi BC,MAR,8,152,8.0,3.8
osebne napake,2009,doma,Lietuvos Rytas,LIE,5,133,5.0,5.19
osebne napake,2009,doma,Union Olimpija,LJU,5,131,5.0,5.11
osebne napake,2009,doma,Asvel Basket,ASV,5,122,5.0,4.76
osebne napake,2009,doma,Lottomatica Roma,ROM,5,117,5.0,4.57
osebne napake,2009,doma,Fenerbahce Ulker,ULK,5,109,5.0,4.36
osebne napake,2009,doma,Armani Jeans Milano,MIL,5,108,5.0,4.32
osebne napake,2009,doma,EWE Baskets,OLD,5,107,5.0,4.28
osebne napake,2009,doma,Entente Orleanaise,ORL,5,106,5.0,4.24
osebne napake,2010,doma,Maccabi Electra Tel Aviv,TEL,12,252,12.0,4.16
osebne napake,2010,doma,Real Madrid,MAD,12,243,12.0,3.97
osebne napake,2010,doma,Montepaschi Siena,SIE,10,230,10.0,4.6
osebne napake,2010,doma,Panathinaikos Athens,PAN,11,229,11.0,4.12
osebne napake,2010,doma,Olympiacos Piraeus,OLY,10,209,10.0,4.18
osebne napake,2010,doma,Regal Barcelona,BAR,10,195,10.0,3.9
osebne napake,2010,doma,Caja Laboral Vitoria,BAS,10,192,10.0,3.84
osebne napake,2010,doma,Power Electronics Valencia,PAM,10,189,10.0,3.78
osebne napake,2010,doma,Partizan mt:s Belgrade,PAR,8,185,8.0,4.62
osebne napake,2010,doma,Union Olimpija Ljubljana,LJU,8,182,8.0,4.35
osebne napake,2010,doma,Lietuvos Rytas Vilnius,LIE,8,179,8.0,4.47
osebne napake,2010,doma,Lottomatica Roma,ROM,8,178,8.0,4.45
osebne napake,2010,doma,Zalgiris Kaunas,ZAL,8,178,8.0,4.25
osebne napake,2010,doma,Unicaja Malaga,MAL,8,168,8.0,4.2
osebne napake,2010,doma,Fenerbahce Ulker Istanbul,ULK,8,168,8.0,4.2
osebne napake,2010,doma,Efes Pilsen Istanbul,IST,8,157,8.0,3.92
osebne napake,2010,doma,Cholet Basket,CHO,5,116,5.0,4.64
osebne napake,2010,doma,Armani Jeans  Milano,MIL,5,115,5.0,4.6
osebne napake,2010,doma,Khimki Moscow Region,KHI,5,112,5.0,4.37
osebne napake,2010,doma,Asseco Prokom Gdynia,SOP,5,108,5.0,4.32
osebne napake,2010,doma,Brose Baskets Bamberg,BAM,5,102,5.0,4.08
osebne napake,2010,doma,Cibona Zagreb,CIB,5,101,5.0,4.04
osebne napake,2010,doma,Spirou Charleroi,CHA,5,98,5.0,3.92
osebne napake,2010,doma,CSKA Moscow,CSK,5,89,5.0,3.56
osebne napake,2011,doma,CSKA Moscow,CSK,12,262,12.0,4.37
osebne napake,2011,doma,Panathinaikos Athens,PAN,12,259,12.0,4.23
osebne napake,2011,doma,Olympiacos Piraeus,OLY,11,239,11.0,4.35
osebne napake,2011,doma,Montepaschi Siena,SIE,10,235,10.0,4.7
osebne napake,2011,doma,Gescrap Bilbao Basket,BIL,10,225,10.0,4.5
osebne napake,2011,doma,Maccabi Electra Tel Aviv,TEL,10,219,10.0,4.38
osebne napake,2011,doma,Bennet Cantu,CTU,8,182,8.0,4.55
osebne napake,2011,doma,Galatasaray Medical Park,GAL,8,178,8.0,4.32
osebne napake,2011,doma,Zalgiris Kaunas,ZAL,8,178,8.0,4.45
osebne napake,2011,doma,EA7 Emporio Armani,MIL,8,177,8.0,4.43
osebne napake,2011,doma,Fenerbahce Ulker,ULK,8,177,8.0,4.29
osebne napake,2011,doma,Unics Kazan,UNK,9,172,9.0,3.82
osebne napake,2011,doma,FC Barcelona Regal,BAR,10,171,10.0,3.42
osebne napake,2011,doma,Anadolu Efes Istanbul,IST,8,167,8.0,4.17
osebne napake,2011,doma,Real Madrid,MAD,8,167,8.0,4.17
osebne napake,2011,doma,Unicaja Malaga,MAL,8,160,8.0,3.94
osebne napake,2011,doma,Partizan mt:s Belgrade,PAR,5,117,5.0,4.68
osebne napake,2011,doma,Belgacom Spirou Charleroi,CHA,5,111,5.0,4.44
osebne napake,2011,doma,Asseco Prokom Gdynia,SOP,5,107,5.0,4.28
osebne napake,2011,doma,KK Zagreb,ZAG,5,105,5.0,4.2
osebne napake,2011,doma,Brose Baskets,BAM,5,101,5.0,4.04
osebne napake,2011,doma,Caja Laboral,BAS,5,99,5.0,3.86
osebne napake,2011,doma,Union Olimpija Ljubljana,LJU,5,96,5.0,3.84
osebne napake,2011,doma,SLUC Nancy,NAN,5,94,5.0,3.76
osebne napake,2012,doma,Olympiacos Piraeus,OLY,16,326,16.0,4.07
osebne napake,2012,doma,FC Barcelona Regal,BAR,16,291,16.0,3.61
osebne napake,2012,doma,Laboral Kutxa Vitoria,BAS,14,290,14.0,4.14
osebne napake,2012,doma,CSKA Moscow,CSK,16,290,16.0,3.62
osebne napake,2012,doma,Panathinaikos Athens,PAN,14,289,14.0,4.13
osebne napake,2012,doma,Real Madrid,MAD,14,287,14.0,4.06
osebne napake,2012,doma,Alba Berlin,BER,12,274,12.0,4.57
osebne napake,2012,doma,Brose Baskets Bamberg,BAM,12,271,12.0,4.42
osebne napake,2012,doma,Anadolu Efes Istanbul,IST,14,261,14.0,3.7
osebne napake,2012,doma,Montepaschi Siena,SIE,12,259,12.0,4.27
osebne napake,2012,doma,Khimki Moscow Region,KHI,12,257,12.0,4.27
osebne napake,2012,doma,Unicaja Malaga,MAL,12,251,12.0,4.14
osebne napake,2012,doma,Fenerbahce Ulker Istanbul,ULK,12,244,12.0,4.07
osebne napake,2012,doma,Besiktas JK Istanbul,BES,12,226,12.0,3.77
osebne napake,2012,doma,Maccabi Electra Tel Aviv,TEL,13,226,13.0,3.48
osebne napake,2012,doma,Zalgiris Kaunas,ZAL,12,226,12.0,3.73
osebne napake,2012,doma,Elan Chalon-Sur-Saone,CHL,5,117,5.0,4.57
osebne napake,2012,doma,Partizan mt:s Belgrade,PAR,5,116,5.0,4.42
osebne napake,2012,doma,Union Olimpija Ljubljana,LJU,5,112,5.0,4.48
osebne napake,2012,doma,EA7 Emporio Armani Milan,MIL,5,111,5.0,4.44
osebne napake,2012,doma,Asseco Prokom Gdynia,SOP,5,109,5.0,4.36
osebne napake,2012,doma,Lietuvos Rytas Vilnius,LIE,5,107,5.0,4.28
osebne napake,2012,doma,Cedevita Zagreb,CED,5,100,5.0,3.81
osebne napake,2012,doma,Mapooro Cantu,CTU,5,100,5.0,4.0
osebne napake,2013,doma,EA7 Emporio Armani Milan,MIL,14,311,14.0,4.4
osebne napake,2013,doma,Maccabi Electra Tel Aviv,TEL,14,302,14.0,4.31
osebne napake,2013,doma,Olympiacos Piraeus,OLY,14,300,14.0,4.29
osebne napake,2013,doma,FC Barcelona,BAR,16,291,16.0,3.64
osebne napake,2013,doma,CSKA Moscow,CSK,16,291,16.0,3.58
osebne napake,2013,doma,Real Madrid,MAD,16,282,16.0,3.5
osebne napake,2013,doma,FC Bayern Munich,MUN,12,280,12.0,4.67
osebne napake,2013,doma,Panathinaikos Athens,PAN,14,270,14.0,3.82
osebne napake,2013,doma,Fenerbahce Ulker Istanbul,ULK,12,250,12.0,4.17
osebne napake,2013,doma,Galatasaray Liv Hospital Istanbul,GAL,13,245,13.0,3.77
osebne napake,2013,doma,Zalgiris Kaunas,ZAL,12,242,12.0,4.03
osebne napake,2013,doma,Laboral Kutxa Vitoria,BAS,12,237,12.0,3.95
osebne napake,2013,doma,Anadolu Efes Istanbul,IST,12,237,12.0,3.87
osebne napake,2013,doma,Partizan NIS Belgrade,PAR,12,232,12.0,3.87
osebne napake,2013,doma,Lokomotiv Kuban Krasnodar,TIV,12,227,12.0,3.74
osebne napake,2013,doma,Unicaja Malaga,MAL,12,210,12.0,3.5
osebne napake,2013,doma,Crvena Zvezda Telekom Belgrade,RED,5,120,5.0,4.68
osebne napake,2013,doma,Strasbourg,STR,5,117,5.0,4.68
osebne napake,2013,doma,Brose Baskets Bamberg,BAM,5,109,5.0,4.36
osebne napake,2013,doma,JSF Nanterre,NTR,5,108,5.0,4.32
osebne napake,2013,doma,Lietuvos Rytas Vilnius,LIE,5,103,5.0,4.02
osebne napake,2013,doma,Budivelnik Kiev,NIK,5,98,5.0,3.92
osebne napake,2013,doma,Stelmet Zielona Gora,GSS,5,93,5.0,3.72
osebne napake,2013,doma,Montepaschi Siena,SIE,5,93,5.0,3.72
osebne napake,2014,doma,Real Madrid,MAD,16,343,16.0,4.28
osebne napake,2014,doma,CSKA Moscow,CSK,15,315,15.0,4.17
osebne napake,2014,doma,Panathinaikos Athens,PAN,14,311,14.0,4.44
osebne napake,2014,doma,Anadolu Efes Istanbul,IST,14,305,14.0,4.36
osebne napake,2014,doma,Fenerbahce Ulker Istanbul,ULK,15,300,15.0,3.97
osebne napake,2014,doma,Olympiacos Piraeus,OLY,14,297,14.0,4.24
osebne napake,2014,doma,ALBA Berlin,BER,12,283,12.0,4.72
osebne napake,2014,doma,Laboral Kutxa Vitoria,BAS,12,269,12.0,4.48
osebne napake,2014,doma,EA7 Emporio Armani Milan,MIL,12,268,12.0,4.47
osebne napake,2014,doma,Nizhny Novgorod,NOV,12,263,12.0,4.38
osebne napake,2014,doma,Zalgiris Kaunas,ZAL,12,262,12.0,4.37
osebne napake,2014,doma,Maccabi Electra Tel Aviv,TEL,13,260,13.0,3.96
osebne napake,2014,doma,FC Barcelona,BAR,14,250,14.0,3.51
osebne napake,2014,doma,Crvena Zvezda Telekom Belgrade,RED,12,245,12.0,4.08
osebne napake,2014,doma,Unicaja Malaga,MAL,12,229,12.0,3.78
osebne napake,2014,doma,Galatasaray Liv Hospital Istanbul,GAL,12,203,12.0,3.28
osebne napake,2014,doma,Neptunas Klaipeda,KLA,5,126,5.0,4.92
osebne napake,2014,doma,PGE Turow Zgorzelec,ZGO,5,120,5.0,4.8
osebne napake,2014,doma,Cedevita Zagreb,CED,5,113,5.0,4.52
osebne napake,2014,doma,FC Bayern Munich,MUN,5,110,5.0,4.4
osebne napake,2014,doma,Valencia Basket,PAM,5,101,5.0,4.02
osebne napake,2014,doma,Dinamo Banco di Sardegna Sassari,SAS,5,99,5.0,3.96
osebne napake,2014,doma,Unics Kazan,UNK,5,95,5.0,3.8
osebne napake,2014,doma,Limoges CSP,LMG,5,86,5.0,3.44
osebne napake,2015,doma,Fenerbahce Istanbul,ULK,16,328,16.0,4.04
osebne napake,2015,doma,CSKA Moscow,CSK,15,309,15.0,4.12
osebne napake,2015,doma,Laboral Kutxa Vitoria Gasteiz,BAS,15,300,15.0,3.9
osebne napake,2015,doma,Lokomotiv Kuban Krasnodar,TIV,15,294,15.0,3.92
osebne napake,2015,doma,Crvena Zvezda Telekom Belgrade,RED,13,293,13.0,4.51
osebne napake,2015,doma,FC Barcelona Lassa,BAR,14,291,14.0,4.05
osebne napake,2015,doma,Panathinaikos Athens,PAN,13,279,13.0,4.29
osebne napake,2015,doma,Brose Baskets Bamberg,BAM,12,272,12.0,4.53
osebne napake,2015,doma,Real Madrid,MAD,13,272,13.0,4.18
osebne napake,2015,doma,Olympiacos Piraeus,OLY,12,266,12.0,4.43
osebne napake,2015,doma,Zalgiris Kaunas,ZAL,12,266,12.0,4.43
osebne napake,2015,doma,Darussafaka Dogus Istanbul,DAR,12,252,12.0,4.16
osebne napake,2015,doma,Khimki Moscow Region,KHI,12,250,12.0,4.17
osebne napake,2015,doma,Cedevita Zagreb,CED,12,238,12.0,3.97
osebne napake,2015,doma,Anadolu Efes Istanbul,IST,12,232,12.0,3.83
osebne napake,2015,doma,Unicaja Malaga,MAL,12,224,12.0,3.73
osebne napake,2015,doma,Stelmet Zielona Gora,GSS,5,123,5.0,4.92
osebne napake,2015,doma,EA7 Emporio Armani Milan,MIL,5,113,5.0,4.52
osebne napake,2015,doma,Strasbourg,STR,5,110,5.0,4.4
osebne napake,2015,doma,Maccabi FOX Tel Aviv,TEL,5,110,5.0,4.4
osebne napake,2015,doma,Pinar Karsiyaka Izmir,KSK,5,103,5.0,4.12
osebne napake,2015,doma,Limoges CSP,LMG,5,97,5.0,3.88
osebne napake,2015,doma,FC Bayern Munich,MUN,5,97,5.0,3.88
osebne napake,2015,doma,Dinamo Banco di Sardegna Sassari,SAS,5,93,5.0,3.72
osebne napake,2016,doma,CSKA Moscow,CSK,18,392,18.0,4.33
osebne napake,2016,doma,Real Madrid,MAD,18,368,18.0,4.09
osebne napake,2016,doma,Olympiacos Piraeus,OLY,18,358,18.0,3.98
osebne napake,2016,doma,Panathinaikos Superfoods Athens,PAN,17,344,17.0,3.96
osebne napake,2016,doma,Fenerbahce Istanbul,ULK,18,342,18.0,3.77
osebne napake,2016,doma,Baskonia Vitoria Gasteiz,BAS,16,333,16.0,4.16
osebne napake,2016,doma,Darussafaka Dogus Istanbul,DAR,17,333,17.0,3.92
osebne napake,2016,doma,Zalgiris Kaunas,ZAL,15,333,15.0,4.44
osebne napake,2016,doma,Brose Bamberg,BAM,15,332,15.0,4.35
osebne napake,2016,doma,EA7 Emporio Armani Milan,MIL,15,326,15.0,4.35
osebne napake,2016,doma,Anadolu Efes Istanbul,IST,17,314,17.0,3.64
osebne napake,2016,doma,Maccabi FOX Tel Aviv,TEL,15,308,15.0,4.11
osebne napake,2016,doma,Unics Kazan,UNK,15,296,15.0,3.91
osebne napake,2016,doma,Crvena Zvezda mts Belgrade,RED,15,291,15.0,3.85
osebne napake,2016,doma,FC Barcelona Lassa,BAR,15,270,15.0,3.6
osebne napake,2016,doma,Galatasaray Odeabank Istanbul,GAL,15,268,15.0,3.57
osebne napake,2017,doma,CSKA Moscow,CSK,19,415,19.0,4.34
osebne napake,2017,doma,Panathinaikos Superfoods Athens,PAN,17,396,17.0,4.59
osebne napake,2017,doma,Zalgiris Kaunas,ZAL,17,386,17.0,4.54
osebne napake,2017,doma,Khimki Moscow Region,KHI,17,377,17.0,4.44
osebne napake,2017,doma,Real Madrid,MAD,18,366,18.0,4.07
