klub,faza,sezona,st_tekme,zmaga,kje,nasprotnik,rezultat
BAS,Regular Season,2012,2,L,doma,Zalgiris Kaunas,71 - 77
BAS,Regular Season,2012,3,W,v gosteh,EA7 Emporio Armani Milan,85 - 95
BAS,Regular Season,2012,4,L,doma,Anadolu Efes Istanbul,64 - 76
BAS,Regular Season,2012,5,L,v gosteh,Cedevita Zagreb,76 - 69
BAS,Regular Season,2012,6,L,doma,Olympiacos Piraeus,72 - 89
BAS,Regular Season,2012,7,L,v gosteh,Zalgiris Kaunas,82 - 45
BAS,Regular Season,2012,8,W,doma,EA7 Emporio Armani Milan,64 - 62
BAS,Regular Season,2012,9,W,v gosteh,Anadolu Efes Istanbul,76 - 91
BAS,Regular Season,2012,10,W,doma,Cedevita Zagreb,97 - 70
BAS,Top 16,2012,1,W,doma,Olympiacos Piraeus,82 - 74
BAS,Top 16,2012,2,W,v gosteh,Maccabi Electra Tel Aviv,70 - 71
BAS,Top 16,2012,3,W,doma,Besiktas JK Istanbul,77 - 51
BAS,Top 16,2012,4,W,v gosteh,Fenerbahce Ulker Istanbul,75 - 97
BAS,Top 16,2012,5,L,doma,FC Barcelona Regal,79 - 90
BAS,Top 16,2012,6,L,doma,Khimki Moscow Region,71 - 83
BAS,Top 16,2012,7,L,v gosteh,Montepaschi Siena,85 - 74
BAS,Top 16,2012,8,L,v gosteh,Olympiacos Piraeus,82 - 74
BAS,Top 16,2012,9,L,doma,Maccabi Electra Tel Aviv,62 - 66
BAS,Top 16,2012,10,W,v gosteh,Besiktas JK Istanbul,73 - 83
BAS,Top 16,2012,11,W,doma,Fenerbahce Ulker Istanbul,87 - 67
BAS,Top 16,2012,12,L,v gosteh,FC Barcelona Regal,83 - 74
BAS,Top 16,2012,13,W,v gosteh,Khimki Moscow Region,82 - 86
BAS,Top 16,2012,14,W,doma,Montepaschi Siena,76 - 64
BAS,Playoffs,2012,1,L,v gosteh,CSKA Moscow,89 - 78
BAS,Playoffs,2012,2,L,v gosteh,CSKA Moscow,90 - 68
BAS,Playoffs,2012,3,W,doma,CSKA Moscow,93 - 72
BAS,Playoffs,2012,4,L,doma,CSKA Moscow,85 - 94
BAS,Regular Season,2013,1,W,doma,Maccabi Electra Tel Aviv,84 - 80
BAS,Regular Season,2013,2,L,v gosteh,Panathinaikos Athens,95 - 74
BAS,Regular Season,2013,3,W,v gosteh,Lietuvos Rytas Vilnius,64 - 85
BAS,Regular Season,2013,4,L,doma,Crvena Zvezda Telekom Belgrade,63 - 73
BAS,Regular Season,2013,5,L,v gosteh,Lokomotiv Kuban Krasnodar,85 - 84
BAS,Regular Season,2013,6,W,v gosteh,Maccabi Electra Tel Aviv,65 - 70
BAS,Regular Season,2013,7,W,doma,Panathinaikos Athens,79 - 77
BAS,Regular Season,2013,8,W,doma,Lietuvos Rytas Vilnius,79 - 63
BAS,Regular Season,2013,9,L,v gosteh,Crvena Zvezda Telekom Belgrade,81 - 65
BAS,Regular Season,2013,10,W,doma,Lokomotiv Kuban Krasnodar,84 - 71
BAS,Top 16,2013,1,W,v gosteh,Unicaja Malaga,79 - 93
BAS,Top 16,2013,2,L,doma,Panathinaikos Athens,64 - 72
BAS,Top 16,2013,3,L,v gosteh,EA7 Emporio Armani Milan,83 - 76
BAS,Top 16,2013,4,L,doma,Olympiacos Piraeus,70 - 89
BAS,Top 16,2013,5,L,doma,Anadolu Efes Istanbul,66 - 72
BAS,Top 16,2013,6,L,v gosteh,Fenerbahce Ulker Istanbul,98 - 64
BAS,Top 16,2013,7,L,doma,FC Barcelona,68 - 80
BAS,Top 16,2013,8,L,doma,Unicaja Malaga,71 - 81
BAS,Top 16,2013,9,W,v gosteh,Panathinaikos Athens,61 - 68
BAS,Top 16,2013,10,L,doma,EA7 Emporio Armani Milan,65 - 83
BAS,Top 16,2013,11,L,v gosteh,Olympiacos Piraeus,89 - 59
BAS,Top 16,2013,12,W,v gosteh,Anadolu Efes Istanbul,79 - 105
BAS,Top 16,2013,13,W,doma,Fenerbahce Ulker Istanbul,95 - 73
BAS,Top 16,2013,14,W,v gosteh,FC Barcelona,86 - 97
BAS,Regular Season,2014,1,W,doma,Neptunas Klaipeda,88 - 69
BAS,Regular Season,2014,2,L,v gosteh,Olympiacos Piraeus,63 - 57
BAS,Regular Season,2014,3,W,doma,Galatasaray Liv Hospital Istanbul,91 - 90
BAS,Regular Season,2014,4,L,v gosteh,Valencia Basket,79 - 69
BAS,Regular Season,2014,5,L,doma,Crvena Zvezda Telekom Belgrade,66 - 86
BAS,Regular Season,2014,6,L,v gosteh,Neptunas Klaipeda,80 - 79
BAS,Regular Season,2014,7,W,doma,Olympiacos Piraeus,89 - 70
BAS,Regular Season,2014,8,W,v gosteh,Galatasaray Liv Hospital Istanbul,82 - 89
BAS,Regular Season,2014,9,W,doma,Valencia Basket,93 - 89
BAS,Regular Season,2014,10,L,v gosteh,Crvena Zvezda Telekom Belgrade,90 - 82
BAS,Top 16,2014,1,L,doma,Anadolu Efes Istanbul,67 - 72
BAS,Top 16,2014,2,L,v gosteh,CSKA Moscow,99 - 90
BAS,Top 16,2014,3,W,doma,Nizhny Novgorod,81 - 74
BAS,Top 16,2014,4,L,v gosteh,Olympiacos Piraeus,76 - 64
BAS,Top 16,2014,5,W,doma,EA7 Emporio Armani Milan,102 - 83
BAS,Top 16,2014,6,L,v gosteh,Fenerbahce Ulker Istanbul,91 - 90
BAS,Top 16,2014,7,W,doma,Unicaja Malaga,79 - 74
BAS,Top 16,2014,8,W,v gosteh,Anadolu Efes Istanbul,84 - 87
BAS,Top 16,2014,9,L,doma,CSKA Moscow,74 - 81
BAS,Top 16,2014,10,L,v gosteh,Nizhny Novgorod,89 - 85
BAS,Top 16,2014,11,W,doma,Olympiacos Piraeus,74 - 73
BAS,Top 16,2014,12,L,v gosteh,EA7 Emporio Armani Milan,99 - 85
BAS,Top 16,2014,13,W,doma,Fenerbahce Ulker Istanbul,93 - 76
BAS,Top 16,2014,14,L,v gosteh,Unicaja Malaga,93 - 84
BAS,Regular Season,2015,1,L,v gosteh,EA7 Emporio Armani Milan,78 - 76
BAS,Regular Season,2015,2,W,doma,Olympiacos Piraeus,96 - 89
BAS,Regular Season,2015,3,W,v gosteh,Limoges CSP,71 - 107
BAS,Regular Season,2015,4,W,doma,Anadolu Efes Istanbul,92 - 90
BAS,Regular Season,2015,5,L,v gosteh,Cedevita Zagreb,76 - 67
BAS,Regular Season,2015,6,W,doma,EA7 Emporio Armani Milan,94 - 82
BAS,Regular Season,2015,7,L,v gosteh,Olympiacos Piraeus,59 - 52
BAS,Regular Season,2015,8,W,doma,Limoges CSP,92 - 56
BAS,Regular Season,2015,9,L,v gosteh,Anadolu Efes Istanbul,95 - 86
BAS,Regular Season,2015,10,W,doma,Cedevita Zagreb,92 - 70
BAS,Top 16,2015,1,W,v gosteh,Zalgiris Kaunas,68 - 89
BAS,Top 16,2015,2,L,doma,Olympiacos Piraeus,76 - 82
BAS,Top 16,2015,3,L,v gosteh,Khimki Moscow Region,76 - 68
BAS,Top 16,2015,4,W,doma,CSKA Moscow,81 - 71
BAS,Top 16,2015,5,W,v gosteh,FC Barcelona Lassa,78 - 81
BAS,Top 16,2015,6,W,v gosteh,Real Madrid,68 - 77
BAS,Top 16,2015,7,W,doma,Brose Baskets Bamberg,90 - 64
BAS,Top 16,2015,8,W,doma,Zalgiris Kaunas,71 - 65
BAS,Top 16,2015,9,L,v gosteh,Olympiacos Piraeus,82 - 68
BAS,Top 16,2015,10,W,doma,Khimki Moscow Region,98 - 83
BAS,Top 16,2015,11,L,v gosteh,CSKA Moscow,90 - 78
BAS,Top 16,2015,12,W,doma,FC Barcelona Lassa,75 - 71
BAS,Top 16,2015,13,W,doma,Real Madrid,89 - 88
BAS,Top 16,2015,14,L,v gosteh,Brose Baskets Bamberg,89 - 69
BAS,Playoffs,2015,1,W,doma,Panathinaikos Athens,84 - 68
BAS,Playoffs,2015,2,W,doma,Panathinaikos Athens,82 - 78
BAS,Playoffs,2015,3,W,v gosteh,Panathinaikos Athens,75 - 84
BAS,Final Four,2015,1,L,v gosteh,Fenerbahce Istanbul,88 - 77
BAS,Final Four,2015,2,L,doma,Lokomotiv Kuban Krasnodar,75 - 85
BAS,Regular Season,2016,1,W,doma,Anadolu Efes Istanbul,85 - 84
BAS,Regular Season,2016,2,L,v gosteh,Zalgiris Kaunas,78 - 73
BAS,Regular Season,2016,3,W,v gosteh,Real Madrid,87 - 91
BAS,Regular Season,2016,4,L,doma,Olympiacos Piraeus,90 - 95
BAS,Regular Season,2016,5,W,v gosteh,Crvena Zvezda mts Belgrade,63 - 70
BAS,Regular Season,2016,6,W,doma,Fenerbahce Istanbul,86 - 52
BAS,Regular Season,2016,7,L,v gosteh,EA7 Emporio Armani Milan,88 - 76
BAS,Regular Season,2016,8,W,doma,Brose Bamberg,81 - 74
BAS,Regular Season,2016,9,L,v gosteh,CSKA Moscow,112 - 84
BAS,Regular Season,2016,10,W,doma,Galatasaray Odeabank Istanbul,69 - 62
BAS,Regular Season,2016,11,W,doma,Darussafaka Dogus Istanbul,73 - 52
BAS,Regular Season,2016,12,W,v gosteh,Unics Kazan,91 - 92
BAS,Regular Season,2016,13,W,doma,FC Barcelona Lassa,65 - 62
BAS,Regular Season,2016,14,L,v gosteh,Panathinaikos Superfoods Athens,69 - 68
BAS,Regular Season,2016,15,W,doma,Maccabi FOX Tel Aviv,101 - 88
BAS,Regular Season,2016,16,W,doma,Unics Kazan,102 - 70
BAS,Regular Season,2016,17,L,v gosteh,Darussafaka Dogus Istanbul,98 - 89
BAS,Regular Season,2016,18,L,v gosteh,Olympiacos Piraeus,92 - 62
BAS,Regular Season,2016,19,L,doma,Crvena Zvezda mts Belgrade,69 - 87
BAS,Regular Season,2016,20,W,v gosteh,FC Barcelona Lassa,79 - 93
BAS,Regular Season,2016,21,L,doma,Real Madrid,71 - 79
BAS,Regular Season,2016,22,L,v gosteh,Maccabi FOX Tel Aviv,85 - 84
BAS,Regular Season,2016,23,L,v gosteh,Anadolu Efes Istanbul,96 - 85
BAS,Regular Season,2016,24,W,doma,EA7 Emporio Armani Milan,87 - 74
BAS,Regular Season,2016,25,W,v gosteh,Fenerbahce Istanbul,74 - 79
BAS,Regular Season,2016,26,W,doma,CSKA Moscow,79 - 78
BAS,Regular Season,2016,27,W,v gosteh,Brose Bamberg,71 - 96
BAS,Regular Season,2016,28,L,doma,Panathinaikos Superfoods Athens,63 - 72
BAS,Regular Season,2016,29,W,v gosteh,Galatasaray Odeabank Istanbul,80 - 103
BAS,Regular Season,2016,30,L,doma,Zalgiris Kaunas,79 - 84
BAS,Playoffs,2016,1,L,v gosteh,CSKA Moscow,98 - 90
BAS,Playoffs,2016,2,L,v gosteh,CSKA Moscow,84 - 82
BAS,Playoffs,2016,3,L,doma,CSKA Moscow,88 - 90
BAS,Regular Season,2017,1,L,v gosteh,Olympiacos Piraeus,75 - 64
BAS,Regular Season,2017,2,L,v gosteh,Maccabi FOX Tel Aviv,74 - 68
BAS,Regular Season,2017,3,L,doma,Valencia Basket,63 - 80
BAS,Regular Season,2017,4,L,v gosteh,Brose Bamberg,78 - 72
BAS,Regular Season,2017,5,W,doma,Panathinaikos Superfoods Athens,85 - 84
BAS,Regular Season,2017,6,L,v gosteh,Khimki Moscow Region,91 - 90
BAS,Regular Season,2017,7,W,doma,Real Madrid,105 - 75
BAS,Regular Season,2017,8,W,v gosteh,Zalgiris Kaunas,77 - 97
BAS,Regular Season,2017,9,W,v gosteh,Crvena Zvezda mts Belgrade,81 - 85
BAS,Regular Season,2017,10,L,doma,Fenerbahce Dogus Istanbul,69 - 83
BAS,Regular Season,2017,11,W,doma,Unicaja Malaga,88 - 82
BAS,Regular Season,2017,12,W,v gosteh,Anadolu Efes Istanbul,81 - 82
BAS,Regular Season,2017,13,L,v gosteh,AX Armani Exchange Olimpia Milan,92 - 85
BAS,Regular Season,2017,14,W,doma,FC Barcelona Lassa,85 - 82
BAS,Regular Season,2017,15,L,doma,CSKA Moscow,81 - 90
BAS,Regular Season,2017,16,L,v gosteh,Fenerbahce Dogus Istanbul,79 - 74
BAS,Regular Season,2017,17,W,doma,Olympiacos Piraeus,86 - 54
BAS,Regular Season,2017,18,L,v gosteh,Real Madrid,75 - 73
BAS,Regular Season,2017,19,L,doma,AX Armani Exchange Olimpia Milan,82 - 83
BAS,Regular Season,2017,20,W,v gosteh,Unicaja Malaga,83 - 85
BAS,Regular Season,2017,21,W,doma,Crvena Zvezda mts Belgrade,103 - 84
BAS,Regular Season,2017,22,L,v gosteh,Panathinaikos Superfoods Athens,80 - 76
BAS,Regular Season,2017,23,L,v gosteh,CSKA Moscow,93 - 86
BAS,Regular Season,2017,24,W,doma,Khimki Moscow Region,87 - 77
BAS,Regular Season,2017,25,W,v gosteh,Valencia Basket,71 - 81
BAS,Regular Season,2017,26,W,doma,Zalgiris Kaunas,84 - 64
BAS,Regular Season,2017,27,W,doma,Brose Bamberg,103 - 79
BAS,Regular Season,2017,28,W,v gosteh,FC Barcelona Lassa,73 - 86
BAS,Regular Season,2017,29,W,doma,Maccabi FOX Tel Aviv,83 - 72
BAS,Regular Season,2017,30,L,doma,Anadolu Efes Istanbul,79 - 81
BAS,Playoffs,2017,1,L,v gosteh,Fenerbahce Dogus Istanbul,82 - 73
BAS,Playoffs,2017,2,L,v gosteh,Fenerbahce Dogus Istanbul,95 - 89
BAS,Playoffs,2017,3,W,doma,Fenerbahce Dogus Istanbul,88 - 83
BAS,Playoffs,2017,4,L,doma,Fenerbahce Dogus Istanbul,83 - 92
BER,Regular Season,2001,1,L,v gosteh,Maccabi Elite,82 - 70
BER,Regular Season,2001,2,L,doma,Olympiacos,69 - 88
BER,Regular Season,2001,3,L,v gosteh,Efes Pilsen,78 - 72
BER,Regular Season,2001,4,W,doma,Benetton Basket,89 - 83
BER,Regular Season,2001,5,W,doma,Idea Slask,75 - 64
BER,Regular Season,2001,6,L,v gosteh,Unicaja,86 - 79
BER,Regular Season,2001,7,W,doma,Spirou Basket,99 - 87
BER,Regular Season,2001,8,L,doma,Maccabi Elite,64 - 65
BER,Regular Season,2001,9,L,v gosteh,Olympiacos,91 - 75
BER,Regular Season,2001,10,L,doma,Efes Pilsen,73 - 74
BER,Regular Season,2001,11,L,v gosteh,Benetton Basket,100 - 71
BER,Regular Season,2001,12,L,v gosteh,Idea Slask,71 - 66
BER,Regular Season,2001,13,L,doma,Unicaja,72 - 84
BER,Regular Season,2001,14,L,v gosteh,Spirou Basket,100 - 91
BER,Regular Season,2002,1,L,doma,Efes Pilsen,63 - 84
BER,Regular Season,2002,2,L,v gosteh,Skipper Bologna,88 - 78
BER,Regular Season,2002,3,L,doma,Benetton Basket,75 - 78
BER,Regular Season,2002,4,W,v gosteh,AEK Athens,87 - 88
BER,Regular Season,2002,5,W,doma,Cibona VIP,84 - 70
BER,Regular Season,2002,6,W,doma,Pau-Orthez,82 - 80
BER,Regular Season,2002,7,L,v gosteh,FC Barcelona,81 - 74
BER,Regular Season,2002,8,L,v gosteh,Efes Pilsen,74 - 62
BER,Regular Season,2002,9,L,doma,Skipper Bologna,77 - 80
BER,Regular Season,2002,10,L,v gosteh,Benetton Basket,107 - 81
BER,Regular Season,2002,11,W,doma,AEK Athens,80 - 76
BER,Regular Season,2002,12,L,v gosteh,Cibona VIP,90 - 72
BER,Regular Season,2002,13,L,v gosteh,Pau-Orthez,97 - 82
BER,Regular Season,2002,14,L,doma,FC Barcelona,66 - 80
BER,Regular Season,2003,1,L,v gosteh,Asvel Basket,91 - 89
BER,Regular Season,2003,2,L,doma,Idea Slask,53 - 67
BER,Regular Season,2003,3,L,v gosteh,Pamesa Valencia,87 - 72
BER,Regular Season,2003,4,W,doma,Tau Ceramica,95 - 89
BER,Regular Season,2003,5,L,v gosteh,Efes Pilsen,79 - 68
BER,Regular Season,2003,6,L,doma,Benetton Basket,70 - 86
BER,Regular Season,2003,7,L,v gosteh,Olympiacos,96 - 95
BER,Regular Season,2003,8,W,doma,Asvel Basket,80 - 73
BER,Regular Season,2003,9,L,v gosteh,Idea Slask,92 - 80
BER,Regular Season,2003,10,L,doma,Pamesa Valencia,80 - 93
BER,Regular Season,2003,11,L,v gosteh,Tau Ceramica,94 - 81
BER,Regular Season,2003,12,W,doma,Efes Pilsen,77 - 61
BER,Regular Season,2003,13,L,v gosteh,Benetton Basket,91 - 65
BER,Regular Season,2003,14,L,doma,Olympiacos,70 - 71
BER,Regular Season,2008,1,W,doma,Lottomatica Roma,68 - 63
BER,Regular Season,2008,2,L,v gosteh,Fenerbahce Ulker,82 - 73
BER,Regular Season,2008,3,L,v gosteh,Tau Ceramica,106 - 65
BER,Regular Season,2008,4,W,doma,DKV Joventut,74 - 72
BER,Regular Season,2008,5,L,v gosteh,Union Olimpija,77 - 69
BER,Regular Season,2008,6,L,v gosteh,Lottomatica Roma,70 - 64
BER,Regular Season,2008,7,W,doma,Fenerbahce Ulker,72 - 63
BER,Regular Season,2008,8,L,doma,Tau Ceramica,68 - 73
BER,Regular Season,2008,9,W,v gosteh,DKV Joventut,75 - 79
BER,Regular Season,2008,10,L,doma,Union Olimpija,59 - 67
BER,Top 16,2008,1,L,v gosteh,Maccabi Electra,96 - 65
BER,Top 16,2008,2,L,doma,Real Madrid,84 - 87
BER,Top 16,2008,3,L,v gosteh,Regal FC Barcelona,85 - 69
BER,Top 16,2008,4,L,doma,Regal FC Barcelona,57 - 75
BER,Top 16,2008,5,L,doma,Maccabi Electra,70 - 76
BER,Top 16,2008,6,L,v gosteh,Real Madrid,83 - 82
BER,Regular Season,2012,1,W,v gosteh,Montepaschi Siena,82 - 92
BER,Regular Season,2012,2,W,doma,Elan Chalon-Sur-Saone,74 - 71
BER,Regular Season,2012,3,L,v gosteh,Asseco Prokom Gdynia,77 - 66
BER,Regular Season,2012,4,L,v gosteh,Unicaja Malaga,67 - 62
BER,Regular Season,2012,5,L,doma,Maccabi Electra Tel Aviv,76 - 78
BER,Regular Season,2012,6,L,doma,Montepaschi Siena,73 - 75
BER,Regular Season,2012,7,W,v gosteh,Elan Chalon-Sur-Saone,82 - 87
BER,Regular Season,2012,8,W,doma,Asseco Prokom Gdynia,67 - 64
BER,Regular Season,2012,9,L,doma,Unicaja Malaga,63 - 74
BER,Regular Season,2012,10,L,v gosteh,Maccabi Electra Tel Aviv,78 - 62
BER,Top 16,2012,1,L,doma,Real Madrid,63 - 77
BER,Top 16,2012,2,L,doma,CSKA Moscow,57 - 75
BER,Top 16,2012,3,L,v gosteh,Anadolu Efes Istanbul,71 - 62
BER,Top 16,2012,4,L,doma,Panathinaikos Athens,73 - 79
BER,Top 16,2012,5,W,doma,Brose Baskets Bamberg,82 - 63
BER,Top 16,2012,6,L,v gosteh,Zalgiris Kaunas,92 - 56
BER,Top 16,2012,7,L,doma,Unicaja Malaga,65 - 67
BER,Top 16,2012,8,L,v gosteh,Real Madrid,77 - 72
BER,Top 16,2012,9,L,v gosteh,CSKA Moscow,80 - 65
BER,Top 16,2012,10,L,doma,Anadolu Efes Istanbul,86 - 91
BER,Top 16,2012,11,L,v gosteh,Panathinaikos Athens,82 - 58
BER,Top 16,2012,12,W,v gosteh,Brose Baskets Bamberg,72 - 75
BER,Top 16,2012,13,W,doma,Zalgiris Kaunas,77 - 55
BER,Top 16,2012,14,W,v gosteh,Unicaja Malaga,55 - 68
BER,Regular Season,2014,1,L,doma,CSKA Moscow,68 - 84
BER,Regular Season,2014,2,L,v gosteh,Unicaja Malaga,87 - 84
BER,Regular Season,2014,3,L,doma,Maccabi Electra Tel Aviv,69 - 84
BER,Regular Season,2014,4,W,doma,Limoges CSP,89 - 66
BER,Regular Season,2014,5,W,v gosteh,Cedevita Zagreb,67 - 80
BER,Regular Season,2014,6,L,v gosteh,CSKA Moscow,95 - 66
BER,Regular Season,2014,7,W,doma,Unicaja Malaga,79 - 78
BER,Regular Season,2014,8,L,v gosteh,Maccabi Electra Tel Aviv,95 - 89
BER,Regular Season,2014,9,W,v gosteh,Limoges CSP,65 - 71
BER,Regular Season,2014,10,L,doma,Cedevita Zagreb,67 - 70
BER,Top 16,2014,1,W,doma,FC Barcelona,80 - 70
BER,Top 16,2014,2,L,v gosteh,Zalgiris Kaunas,75 - 62
BER,Top 16,2014,3,L,doma,Real Madrid,61 - 79
BER,Top 16,2014,4,W,v gosteh,Galatasaray Liv Hospital Istanbul,65 - 75
BER,Top 16,2014,5,L,v gosteh,Crvena Zvezda Telekom Belgrade,86 - 69
BER,Top 16,2014,6,L,doma,Panathinaikos Athens,59 - 65
BER,Top 16,2014,7,W,v gosteh,Maccabi Electra Tel Aviv,59 - 66
BER,Top 16,2014,8,L,v gosteh,FC Barcelona,92 - 82
BER,Top 16,2014,9,W,doma,Zalgiris Kaunas,80 - 72
BER,Top 16,2014,10,L,v gosteh,Real Madrid,93 - 62
BER,Top 16,2014,11,W,doma,Galatasaray Liv Hospital Istanbul,75 - 68
BER,Top 16,2014,12,W,doma,Crvena Zvezda Telekom Belgrade,73 - 68
BER,Top 16,2014,13,W,v gosteh,Panathinaikos Athens,66 - 68
BER,Top 16,2014,14,L,doma,Maccabi Electra Tel Aviv,64 - 73
BES,Regular Season,2012,1,W,doma,Partizan mt:s Belgrade,81 - 65
BES,Regular Season,2012,2,W,v gosteh,Brose Baskets Bamberg,71 - 86
BES,Regular Season,2012,3,L,v gosteh,FC Barcelona Regal,72 - 60
BES,Regular Season,2012,4,L,doma,CSKA Moscow,58 - 85
BES,Regular Season,2012,5,W,v gosteh,Lietuvos Rytas Vilnius,67 - 73
BES,Regular Season,2012,6,L,v gosteh,Partizan mt:s Belgrade,87 - 72
BES,Regular Season,2012,7,W,doma,Brose Baskets Bamberg,83 - 72
BES,Regular Season,2012,8,L,doma,FC Barcelona Regal,48 - 78
BES,Regular Season,2012,9,L,v gosteh,CSKA Moscow,87 - 72
BES,Regular Season,2012,10,W,doma,Lietuvos Rytas Vilnius,66 - 65
BES,Top 16,2012,1,L,doma,Khimki Moscow Region,75 - 80
BES,Top 16,2012,2,L,v gosteh,Olympiacos Piraeus,77 - 64
BES,Top 16,2012,3,L,v gosteh,Laboral Kutxa Vitoria,77 - 51
BES,Top 16,2012,4,L,doma,FC Barcelona Regal,59 - 73
BES,Top 16,2012,5,L,v gosteh,Montepaschi Siena,63 - 57
BES,Top 16,2012,6,L,doma,Maccabi Electra Tel Aviv,55 - 77
BES,Top 16,2012,7,L,v gosteh,Fenerbahce Ulker Istanbul,78 - 72
BES,Top 16,2012,8,L,v gosteh,Khimki Moscow Region,87 - 56
BES,Top 16,2012,9,L,doma,Olympiacos Piraeus,60 - 79
BES,Top 16,2012,10,L,doma,Laboral Kutxa Vitoria,73 - 83
BES,Top 16,2012,11,L,v gosteh,FC Barcelona Regal,86 - 61
BES,Top 16,2012,12,W,doma,Montepaschi Siena,72 - 70
BES,Top 16,2012,13,L,v gosteh,Maccabi Electra Tel Aviv,101 - 58
BES,Top 16,2012,14,W,doma,Fenerbahce Ulker Istanbul,80 - 73
BIL,Regular Season,2011,1,W,doma,Olympiacos Piraeus,76 - 61
BIL,Regular Season,2011,2,L,v gosteh,SLUC Nancy,87 - 73
BIL,Regular Season,2011,3,L,v gosteh,Bennet Cantu,78 - 69
BIL,Regular Season,2011,4,L,doma,Fenerbahce Ulker,70 - 73
BIL,Regular Season,2011,5,W,v gosteh,Caja Laboral,84 - 89
BIL,Regular Season,2011,6,L,v gosteh,Olympiacos Piraeus,88 - 81
BIL,Regular Season,2011,7,W,doma,SLUC Nancy,97 - 75
BIL,Regular Season,2011,8,L,doma,Bennet Cantu,64 - 67
BIL,Regular Season,2011,9,W,v gosteh,Fenerbahce Ulker,70 - 80
BIL,Regular Season,2011,10,W,doma,Caja Laboral,77 - 72
BIL,Top 16,2011,1,L,v gosteh,Montepaschi Siena,81 - 67
BIL,Top 16,2011,2,W,doma,Unicaja Malaga,85 - 70
BIL,Top 16,2011,3,L,v gosteh,Real Madrid,89 - 73
BIL,Top 16,2011,4,W,doma,Real Madrid,93 - 69
BIL,Top 16,2011,5,W,doma,Montepaschi Siena,60 - 59
BIL,Top 16,2011,6,W,v gosteh,Unicaja Malaga,55 - 59
BIL,Playoffs,2011,1,L,v gosteh,CSKA Moscow,98 - 71
BIL,Playoffs,2011,2,L,v gosteh,CSKA Moscow,79 - 60
BIL,Playoffs,2011,3,W,doma,CSKA Moscow,94 - 81
BIL,Playoffs,2011,4,L,doma,CSKA Moscow,71 - 73
BUD,Regular Season,2000,1,L,doma,FC Barcelona,77 - 85
BUD,Regular Season,2000,2,W,v gosteh,Opel Skyliners,79 - 94
BUD,Regular Season,2000,3,W,v gosteh,Haribo London Towers,88 - 95
BUD,Regular Season,2000,4,W,doma,PAOK BC,83 - 71
BUD,Regular Season,2000,5,W,v gosteh,Muller Verona,86 - 91
BUD,Regular Season,2000,6,L,v gosteh,FC Barcelona,92 - 75
BUD,Regular Season,2000,7,W,doma,Opel Skyliners,79 - 73
BUD,Regular Season,2000,8,W,doma,Haribo London Towers,101 - 83
BUD,Regular Season,2000,9,L,v gosteh,PAOK BC,89 - 72
BUD,Regular Season,2000,10,W,doma,Muller Verona,77 - 73
BUD,Playoffs,2000,1,L,v gosteh,Real Madrid,91 - 63
BUD,Playoffs,2000,2,L,doma,Real Madrid,62 - 76
BUD,Regular Season,2001,1,L,doma,Real Madrid,72 - 82
BUD,Regular Season,2001,2,L,v gosteh,Skipper Bologna,109 - 79
BUD,Regular Season,2001,3,L,doma,CSKA Moscow,72 - 103
BUD,Regular Season,2001,4,L,v gosteh,Panathinaikos,91 - 82
BUD,Regular Season,2001,5,W,v gosteh,Pau-Orthez,87 - 90
BUD,Regular Season,2001,6,W,doma,KRKA Novo Mesto,77 - 72
BUD,Regular Season,2001,7,L,v gosteh,KK Zadar,88 - 79
BUD,Regular Season,2001,8,L,v gosteh,Real Madrid,90 - 71
BUD,Regular Season,2001,9,L,doma,Skipper Bologna,70 - 86
BUD,Regular Season,2001,10,L,v gosteh,CSKA Moscow,88 - 83
BUD,Regular Season,2001,11,L,doma,Panathinaikos,72 - 84
BUD,Regular Season,2001,12,L,doma,Pau-Orthez,77 - 79
BUD,Regular Season,2001,13,L,v gosteh,KRKA Novo Mesto,101 - 74
BUD,Regular Season,2001,14,W,doma,KK Zadar,110 - 97
BUD,Regular Season,2002,1,L,v gosteh,Panathinaikos,87 - 71
BUD,Regular Season,2002,2,L,doma,Unicaja,72 - 78
BUD,Regular Season,2002,3,L,v gosteh,Union Olimpija,83 - 71
BUD,Regular Season,2002,4,L,doma,Tau Ceramica,71 - 81
BUD,Regular Season,2002,5,W,doma,Zalgiris,106 - 102
BUD,Regular Season,2002,6,L,v gosteh,Maccabi Elite,107 - 86
BUD,Regular Season,2002,7,W,doma,Montepaschi Siena,91 - 75
BUD,Regular Season,2002,8,L,doma,Panathinaikos,84 - 92
BUD,Regular Season,2002,9,L,v gosteh,Unicaja,87 - 75
BUD,Regular Season,2002,10,L,doma,Union Olimpija,81 - 100
BUD,Regular Season,2002,11,L,v gosteh,Tau Ceramica,103 - 86
BUD,Regular Season,2002,12,L,v gosteh,Zalgiris,101 - 85
BUD,Regular Season,2002,13,L,doma,Maccabi Elite,80 - 89
BUD,Regular Season,2002,14,L,v gosteh,Montepaschi Siena,112 - 49
CED,Regular Season,2012,1,L,v gosteh,Zalgiris Kaunas,90 - 62
CED,Regular Season,2012,2,L,doma,EA7 Emporio Armani Milan,71 - 83
CED,Regular Season,2012,3,L,v gosteh,Anadolu Efes Istanbul,85 - 66
CED,Regular Season,2012,4,L,v gosteh,Olympiacos Piraeus,79 - 77
CED,Regular Season,2012,5,W,doma,Laboral Kutxa Vitoria,76 - 69
